StockCode,Description,net_quantity,net_sales
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,133,317.44
84849A,HELLO SAILOR BLUE SOAP HOLDER,164,317.3
46118,FUNKY MONKEY CUSHION COVER,232,317.16999999999996
22765,NEWSPAPER STAND,27,316.95000000000005
84631,FRUIT TREE AND BIRDS WALL PLAQUE,37,316.73
20936,FORKED CACTUS CANDLE,99,316.71000000000004
35915C,PEACH KNITTED HEN ,315,316.46
84876B,GREEN HEART COMPACT MIRROR,218,315.81
21026,SPACE OWL,255,315.75
90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,75,315.73
22202,MILK PAN PINK POLKADOT,63,315.6
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,214,314.65
84584,PINK GINGHAM CAT WITH SCARF,144,314.51
22287,DECORATION WOBBLY CHICKEN,548,314.46
17084N,FAIRY DREAMS INCENSE ,1264,313.31
23695,DOILY THANK YOU CARD,741,313.24
85202,HANGING WOOD AND FELT HEART,672,313.13
85014b,RED RETROSPOT UMBRELLA,25,313.06
23130,MISELTOE HEART WREATH ,80,312.8
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,41,312.77
84358,FLOOR LAMP SHADE WOOD BASE,33,312.7
20780,BLACK EAR MUFF HEADPHONES,47,312.7
21841,BABY MOUSE RED GINGHAM DRESS,73,310.25
21944,KITTENS DESIGN FLANNEL,337,310.19
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,582,309.29999999999995
21442,GREEN BIRDHOUSE DECORATION,437,307.94
21811,CHRISTMAS HANGING HEART WITH BELL,231,307.59999999999997
21719,LOVELY BONBON STICKER SHEET,345,307.44
47594B,SCOTTIES DESIGN WASHBAG,166,306.75
23495,SET OF 3 PANTRY WOODEN SPOONS,225,306.66
22124,SET OF 2 TEA TOWELS PING MICROWAVE,149,306.16
23131,MISELTOE HEART WREATH WHITE,78,304.5
22043,CHRISTMAS CARD SCREEN PRINT ,1238,304.5
22040,BOTANICAL ROSE GIFT WRAP,725,304.5
22965,3 TRADITIONAL COOKIE CUTTERS  SET,162,304.20000000000005
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,30,304.11
22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,139,303.72999999999996
84766,SILVER ROCOCO CANDLE STICK,131,303.45
21942,SKULLS DESIGN FLANNEL,275,302.81
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,655,302.71
23430,BLUE RETRO KITCHEN WALL CLOCK,36,301.88
23522,WALL ART DOG AND BALL ,102,301.56
35912B,WHITE/PINK CHICK DECORATION,252,301.26
84661B,BLACK SQUARE TABLE CLOCK,115,300.24
84632,DECORATIVE HANGING SHELVING UNIT,5,299.75
21761,WOOD AND GLASS MEDICINE CABINET,10,299.5
23440,PAINT YOUR OWN EGGS IN CRATE,164,299.36
22409,MONEY BOX BISCUITS DESIGN,227,298.47
90184B,AMETHYST CHUNKY BEAD BRACELET W STR,33,297.94
22135,MINI LADLE LOVE HEART PINK,528,297.4
84596J,MIXED NUTS LIGHT GREEN BOWL,568,296.45
23126,DOLLCRAFT GIRL AMELIE KIT,66,294.7
20655,QUEEN OF SKIES LUGGAGE TAG,197,292.29
35911A,MULTICOLOUR RABBIT EGG WARMER,319,292.07
21441,BLUE BIRDHOUSE DECORATION,421,292.03
23567,EGG CUP HENRIETTA HEN PINK,210,290.33
20725,LUNCH BAG RED SPOTTY,200,290.0
16015,MEDIUM CHINESE STYLE SCISSOR,662,289.98
85024B,EAU DE NILE JEWELLED PHOTOFRAME,193,289.65
21503,TOYBOX  WRAP ,725,288.5
46776E,WOVEN CANDY CUSHION COVER ,67,288.43
23047,PAPER LANTERN 5 POINT SEQUIN STAR,50,287.5
20618,QUEEN OF THE SKIES PASSPORT COVER ,148,286.39
72800B, 4 PURPLE FLOCK DINNER CANDLES,142,285.7
21386,IVORY HANGING DECORATION  EGG,709,285.64
84997d,PINK 3 PIECE POLKADOT CUTLERY SET,34,285.46
37413,ICON MUG REVOLUTIONARY,703,284.49
71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",76,283.96000000000004
18094C,WHITE AND BLUE CERAMIC OIL BURNER,192,283.93
21666,RIDGED GLASS T-LIGHT HOLDER,412,283.51
16218,CARTOON  PENCIL SHARPENERS,3821,283.31
20777,CHRYSANTHEMUM NOTEBOOK,169,282.48999999999995
84341B,SMALL PINK MAGIC CHRISTMAS TREE,645,282.38
84872a,TEATIME FUNKY FLOWER BACKPACK FOR 2,26,282.15
23410,CURIO CABINET LINEN AND LACE ,35,281.95
79190B,RETRO PLASTIC POLKA TRAY,691,281.64
23481,PEARLISED IVORY HEART SMALL ,228,281.17
22049,WRAP CHRISTMAS SCREEN PRINT,1025,281.0
22257,FELT FARM ANIMAL SHEEP,373,280.42
84816,DANISH ROSE BEDSIDE CABINET,7,279.65000000000003
71101E,STANDING FAIRY POLE SUPPORT ,346,278.5
21725,SWEETIES  STICKERS,301,277.24
16169M,WRAP DAISY CARPET ,660,277.2
23413,DECORATIVE VINTAGE COFFEE  BOX,52,277.0
21293,MIRRORED DOVE WALL DECORATION,116,276.72
84926D,LA PALMIERA TILE COASTER,709,276.53
85049g,CHOCOLATE BOX RIBBONS ,113,276.42
23137,ZINC WIRE SWEETHEART LETTER TRAY,83,275.62
85188A,GREEN METAL SWINGING BUNNY,316,275.62
21250,SET OF SKULL WALL STICKERS,95,274.37
85186A,EASTER BUNNY GARLAND OF FLOWERS,567,273.64
84859A,SILVER DISCO HANDBAG,129,272.99
23141,TRIPLE WIRE HOOK PINK HEART,79,272.91
23203,JUMBO BAG VINTAGE DOILEY ,144,272.57
20734,SILVER MINI TAPE MEASURE ,158,271.21999999999997
20755,BLUE PAISLEY POCKET BOOK,306,271.16999999999996
85214,TUB 24 PINK FLOWER PEGS,164,271.03999999999996
23474,WOODLAND SMALL BLUE FELT HEART,312,270.96
20684,STRAWBERRY DREAM CHILDS UMBRELLA,80,270.56
21815,STAR  T-LIGHT HOLDER ,158,270.22999999999996
22512,DOORSTOP RACING CAR DESIGN,122,269.71
21785,RAIN PONCHO ,411,268.76
21332,MOROCCAN BEATEN METAL MIRROR,19,268.1
17013D,ORIGAMI ROSE INCENSE IN TUBE,535,267.82
17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",105,267.75
85230E,STRAWBRY SCENTED VOTIVE CANDLE,1101,267.45
21265,PINK GOOSE FEATHER TREE 60CM,131,267.21
20771,CHRYSANTHEMUM  JOURNAL,102,267.13
84795b,SUNSET CHECK HAMMOCK,16,266.78
35001W,HAND OPEN SHAPE DECO.WHITE,91,266.53000000000003
20699,MOUSEY LONG LEGS SOFT TOY,97,266.03
23489,"GARLAND, VINTAGE BELLS",92,265.88
79030D,TUMBLER BAROQUE,524,265.8
23476,WOODLAND LARGE RED FELT HEART,205,264.72
90160D,PINK BOUDICCA LARGE BRACELET,38,264.7
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,92,264.46999999999997
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,304,264.12
22889,NUMBER TILE VINTAGE FONT No ,169,263.8
18098c,PORCELAIN BUTTERFLY OIL BURNER,52,263.12
20897,VINTAGE NOTEBOOK PARIS DAYS,95,262.87
21445,12 PINK ROSE PEG PLACE SETTINGS,210,262.5
85124C,GREEN JUICY FRUIT PHOTO FRAME,94,261.89
23194,GYMKHANNA TREASURE BOOK BOX,120,261.84000000000003
84858C,PINK RIVIERA HANDBAG,186,261.68
85186C,BUNNY EGG GARLAND,508,260.77
20794,BLUE  TILE HOOK,90,259.84
72800C,4 PINK DINNER CANDLE SILVER FLOCK,130,259.71999999999997
21324,HANGING MEDINA LANTERN SMALL,81,259.67
21279,VINTAGE KITCHEN PRINT FRUITS,82,258.5
23032,DOORKNOB CRACKED GLAZE IVORY,174,258.29999999999995
79337,BLUE FLOCK GLASS CANDLEHOLDER,638,257.68
20997,ROSE DU SUD CUSHION COVER ,59,257.61
35915B,BLUE KNITTED HEN ,220,257.21999999999997
21458,2 PICTURE BOOK EGGS EASTER BUNNY,182,256.54
78124,MAGAZINE RACK GEBRA ASSORTED ,198,256.5
16012,FOOD/DRINK SPONGE STICKERS,1220,256.2
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,144,255.0
21269,ANTIQUE CREAM CUTLERY SHELF ,29,254.98000000000002
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,79,253.53000000000003
48173c,DOORMAT BLACK FLOCK ,15,252.95000000000002
35967,FOLK ART METAL STAR T-LIGHT HOLDER,485,252.33
22052,VINTAGE CARAVAN GIFT WRAP,600,252.0
21882,SKULLS TAPE,704,251.17000000000002
22164,STRING OF STARS CARD HOLDER,78,250.22000000000003
21427,SKULLS STORAGE BOX SMALL,93,250.14000000000001
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,403,249.48999999999998
85124B,BLUE JUICY FRUIT PHOTO FRAME,87,248.76
22410,MONEY BOX HOUSEKEEPING DESIGN,237,247.42000000000002
23168,CLASSIC SUGAR DISPENSER,216,247.32
20659,ECONOMY LUGGAGE TAG,158,246.84
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,178,246.82999999999998
47422,ASSORTED MONKEY SUCTION CUP HOOK,616,245.76
90175A,WHITE GLASS CHUNKY CHARM BRACELET,27,245.63
22391,PAPERWEIGHT HOME SWEET HOME,158,245.57999999999998
21676,FLOWERS  STICKERS,257,245.35999999999999
20819,SILVER TEDDY BEAR,64,244.72
22869,NUMBER TILE COTTAGE GARDEN 1,95,244.19
20616,CHERRY BLOSSOM PASSPORT COVER,194,243.53
85095,THREE CANVAS LUGGAGE TAGS,150,243.49
85230G,ORANGE VOTIVE CANDLE,984,243.11999999999998
23475,WOODLAND SMALL PINK FELT HEART,286,242.17999999999998
85094,CANDY SPOT EGG WARMER RABBIT,640,242.13
84678,CLASSICAL ROSE SMALL VASE,139,241.98999999999998
84592,CROCHET ROSE PURSE WITH SUEDE BACK,76,241.24000000000004
22870,NUMBER TILE COTTAGE GARDEN 2,93,240.29
22954,HEN PARTY CORDON BARRIER TAPE,196,240.13
23143,ZINC WIRE KITCHEN ORGANISER,30,239.97
21028,NINJA RABBIT BLACK,187,239.24
23324,RUSTIC STRAWBERRY JAMPOT LARGE ,120,238.56
23028,DOORKNOB CRACKED GLAZE BLUE,162,238.49999999999997
22137,BATHROOM SET LOVE HEART DESIGN,82,237.98000000000002
21644,ASSORTED TUTTI FRUTTI HEART BOX,190,237.5
90143,SILVER BRACELET W PASTEL FLOWER,31,237.18
22812,PACK 3 BOXES CHRISTMAS PANETTONE,70,236.78
72131,COLUMBIAN CANDLE RECTANGLE,136,236.39999999999998
21360,JOY LARGE WOOD LETTERS,39,236.17
23580,SNACK TRAY HAPPY FOREST  ,116,234.92
16216,LETTER SHAPE PENCIL SHARPENER,3333,234.0
20775,DAISY NOTEBOOK ,134,233.54
21025,SPACE FROG,174,233.52
23036,T-LIGHT HOLDER SILVER PETIT FOUR ,184,232.42000000000002
90201B,BLACK ENAMEL FLOWER RING,79,232.25000000000003
85099f,JUMBO BAG STRAWBERRY,46,232.05999999999997
23447,PINK BUNNY EASTER EGG BASKET,158,231.89999999999998
21818,GLITTER CHRISTMAS HEART ,268,231.82
84712B,PINK JEWELLED PHOTO FRAME,30,231.56
23015,CORDIAL GLASS JUG,27,231.13
20696,FLORAL SOFT CAR TOY,54,230.81
84857C,PINK MONTE CARLO HANDBAG,97,230.38
23446,BLUE BUNNY EASTER EGG BASKET,157,230.24999999999997
21161,KEEP OUT BOYS DOOR HANGER ,143,229.92
21973,SET OF 36 MUSHROOM PAPER DOILIES,158,229.1
85200,BUNNY EGG BOX,183,228.75
90010E,AMBER GLASS/SILVER BRACELET,25,227.89
72800D,4 BLUE DINNER CANDLES SILVER FLOCK,87,226.67
23003,TRAVEL CARD WALLET VINTAGE ROSE ,542,226.2
90201D,GREEN ENAMEL FLOWER RING,77,225.84
21157,RED RETROSPOT WASHBAG,78,225.5
84422,PINK/BLUE DISC/MIRROR STRING,518,225.45
85014a,BLACK/BLUE POLKADOT UMBRELLA,18,225.32000000000002
22632,HAND WARMER RED POLKA DOT,120,225.00000000000003
90206C,CRYSTAL DIAMANTE STAR BROOCH,45,224.73000000000002
90158,ST TROPEZ NECKLACE,45,224.12
23149,ANTIQUE IVORY WIRE BOWL SMALL,88,224.06000000000003
21657,MILK BOTTLE WITH GLASS STOPPER ,30,223.46
84218,BOX/12 CHICK & EGG IN BASKET,123,223.10999999999999
47469,ASSORTED SHAPES PHOTO CLIP SILVER ,445,223.01
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,133,222.86999999999998
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,106,222.60000000000002
84711A,SILVER OVAL SHAPE TRINKET BOX,25,221.79999999999998
21456,2 PICTURE BOOK EGGS EASTER CHICKS,170,220.97
22031,BOTANICAL LAVENDER BIRTHDAY CARD,492,220.55
22395,PAPERWEIGHT VINTAGE PAISLEY,152,220.04
85019C,CURIOUS  IMAGES NOTEBOOK SET,170,219.72
20868,SILVER FABRIC MIRROR,458,219.35000000000002
90058B,CRYSTAL STUD EARRINGS ASSORTED COL ,576,218.88
75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,459,218.87
35914,PINK CHICK EGG WARMER + EGG CUP,195,218.81
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,142,217.89
20847,ZINC HEART LATTICE CHARGER LARGE,52,217.57999999999998
20769,DAISY JOURNAL ,80,217.55999999999997
84876D,BLUE HEART COMPACT MIRROR,128,217.5
21132,SILVER STANDING GNOME   ,44,217.35999999999999
47310M,"SMALL POP BOX,FUNKY MONKEY",152,216.47
23360,SET 8 CANDLES VINTAGE DOILEY,122,216.29999999999998
90160A,PURPLE BOUDICCA LARGE BRACELET,31,216.29000000000002
21364,PEACE SMALL WOOD LETTERS,29,216.21
84247E,PACK OF 12 CHRISTMAS FUN CARDS,83,215.94
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,121,215.67999999999998
22394,PAPERWEIGHT KINGS CHOICE ,162,215.38
84051,ASS COLOUR GLOWING TIARAS,281,215.21
90120C,GREEN MURANO TWIST BRACELET,51,215.20000000000002
84559B,3D SHEET OF CAT STICKERS,233,213.89
21520,BOOZE & WOMEN GREETING CARD ,502,213.35
21316,SMALL CHUNKY GLASS ROMAN  BOWL,158,211.78000000000003
22882,NUMBER TILE VINTAGE FONT 3,107,211.75
90200C,BLUE SWEETHEART BRACELET,50,211.43
84510C,SET OF 4 POLKADOT COASTERS,132,211.32999999999998
72127,COLUMBIAN CANDLE ROUND ,169,210.61
84877B,GREEN ROUND COMPACT MIRROR,144,210.56
84707B,PINK JEWELLED MIRROR TRINKET TRAY,34,210.54999999999998
84926A,WAKE UP COCKEREL TILE COASTER,604,210.51999999999998
90175D,TIGRIS EYE CHUNKY CHARM BRACELET,23,210.04
22896,PEG BAG APPLE DESIGN,100,210.0
90160B,RED BOUDICCA LARGE BRACELET,30,209.73000000000002
20622,VIPPASSPORT COVER ,142,209.66
21750,LARGE SKULL WINDMILL,90,207.51000000000002
20781,GOLD EAR MUFF HEADPHONES,34,206.77
16048,TEATIME ROUND PENCIL SHARPENER ,1460,205.29999999999998
90119,METALIC LEAVES BAG CHARMS,83,205.06
20763,DAISY SKETCHBOOK ,73,205.04
79051A,SMOKEY GREY COLOUR D.O.F. GLASS,587,204.79
21726,MULTI HEARTS  STICKERS,237,204.69
84875B,GREEN SQUARE COMPACT MIRROR,131,203.51
85230A,OPIUM SCENTED VOTIVE CANDLE,840,203.27999999999997
22878,NUMBER TILE COTTAGE GARDEN No,74,202.09
22541,MINI JIGSAW LEAP FROG,503,201.95
85179C,PINK BITTY LIGHT CHAIN,106,201.31
84968e,SET OF 16 VINTAGE BLACK CUTLERY,8,200.21
22038,BOTANICAL LAVENDER GIFT WRAP ,475,199.5
21367,MIRRORED WALL ART GENTS,171,199.48999999999998
90192,JADE DROP EARRINGS W FILIGREE,40,199.20000000000002
21651,HANGING GLASS ETCHED TEALIGHT,127,198.57
22881,NUMBER TILE VINTAGE FONT 2,102,197.56
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,139,197.49
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,213,197.43
90019A,SILVER M.O.P ORBIT BRACELET,38,197.09
22880,NUMBER TILE VINTAGE FONT 1,97,196.69
22044,CHRISTMAS CARD STACK OF PRESENTS,816,196.44
20617,FIRST CLASS PASSPORT COVER ,93,194.94
23697,A PRETTY THANK YOU CARD,456,194.58
22884,NUMBER TILE VINTAGE FONT 5,99,194.04999999999998
20654,FIRST CLASS LUGGAGE TAG ,152,193.59
22289,HANGING METAL CHICKEN DECORATION,148,193.52
21275,ZINC TOP  2 DOOR WOODEN SHELF ,8,193.32999999999998
90082A,DIAMANTE BOW BROOCH GREEN COLOUR,30,193.2
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL ,33,192.81
84910A,PINK PAISLEY CUSHION COVER ,26,192.14
90030B,RED KUKUI COCONUT SEED NECKLACE,122,190.73000000000002
90201A,PURPLE ENAMEL FLOWER RING,65,190.71
90184C,BLACK CHUNKY BEAD BRACELET W STRAP,21,190.51999999999998
47471,RAINBOW PEGS PHOTO CLIP STRING,290,189.88
21418,STARFISH SOAP DISH,74,189.75
21196,ROUND WHITE CONFETTI IN TUBE,108,189.67999999999998
23229,DONKEY TAIL GAME ,54,189.54000000000002
22883,NUMBER TILE VINTAGE FONT 4,99,189.53
90018A,SILVER M.O.P ORBIT DROP EARRINGS,45,189.08
21807,WHITE CHRISTMAS STAR DECORATION,438,189.0
85020,ROUND PINK HEART MIRROR,85,188.81
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,99,188.37000000000003
84926F,PSYCHEDELIC TILE COASTER,406,188.26
21027,NINJA RABBIT PINK,167,187.79
20694,FLORAL PINK MONSTER,43,187.54
84711B,PINK OVAL SHAPE TRINKET BOX,20,186.64
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,399,186.56
21402,RED  EGG  SPOON,1369,185.51999999999998
21306,SET/4 DAISY MIRROR MAGNETS,475,185.42
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,148,185.0
72801d,4 SKY BLUE DINNER CANDLES,75,184.7
23416,CHAMBRE HOOK,132,184.67999999999998
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,22,184.66
85055,FRENCH ENAMEL UTENSIL HOLDER,45,183.71
84509E,SET OF 4 CAROUSEL PLACEMATS ,91,183.45
21911,GARDEN METAL SIGN ,102,183.40999999999997
84429A,MEDIUM PINK BUDDHA HEAD ,54,182.50000000000003
79030G,"TUMBLER, NEW ENGLAND",142,182.29999999999998
47594A,CAROUSEL DESIGN WASHBAG,99,182.29
71143,SILVER BOOK MARK WITH BEADS,161,182.25
22032,BOTANICAL LILY GREETING CARD,427,181.98
84927F,PSYCHEDELIC TILE HOOK,294,181.0
84907,PINK YELLOW PATCH CUSHION COVER,29,180.93
85215,ASSORTED CHEESE FRIDGE MAGNETS,223,180.71
72801C,4 ROSE PINK DINNER CANDLES,145,180.65
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,70,180.58
84859C,PINK DISCO HANDBAG,84,180.51999999999998
22157,ANGEL DECORATION WITH LACE PADDED,212,180.2
21826,EIGHT PIECE DINOSAUR SET,121,180.18
21721,CANDY SHOP  STICKER SHEET,195,179.45999999999998
40003,WHITE BAMBOO RIBS LAMPSHADE,155,179.23
21847,GREEN  DIAMANTE PEN IN GIFT BOX,76,178.89
85131C,BEADED CRYSTAL HEART BLUE ON STICK,193,178.85
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,471,178.54999999999998
85123A,CREAM HANGING HEART T-LIGHT HOLDER,61,178.51000000000002
23126,DOLLCRAFT GIRL AMELIE,36,178.2
79190A,RETRO PLASTIC 70'S TRAY,381,178.1
22872,NUMBER TILE COTTAGE GARDEN 4,72,177.46
gift_0001_30,Dotcomgiftshop Gift Voucher £30.00,7,175.53
90197B,BLACK GLASS BRACELET W HEART CHARMS,35,174.73000000000002
84691,PACK 20 DOLLY PEGS,242,174.5
21319,GLASS CHALICE GREEN  SMALL ,160,174.13
84685,BEACH HUT KEY CABINET,33,173.58
85211,S/4 GROOVY CAT MAGNETS,147,173.57999999999998
21311,SET/4 BIRD MIRROR MAGNETS ,432,173.5
84905,PINK BUTTERFLY CUSHION COVER ,35,173.48
44235,ASS COL CIRCLE MOBILE ,474,173.15999999999997
16168M,FUNKY MONKEY GIFT BAG MEDIUM,371,173.12
21190,PINK HEARTS PAPER GARLAND,118,172.70000000000002
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,51,172.05
84963A,PINK PAINTED KASHMIRI CHAIR,4,171.8
47481,50CM METAL STRING WITH  7 CLIPS,225,171.79
62086A,PINK RETRO BIG FLOWER BAG,88,171.6
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,38,171.3
85146,JARDIN ETCHED GLASS SMALL BELL JAR,45,171.11
22885,NUMBER TILE VINTAGE FONT 6 ,95,170.82999999999998
21763,VINTAGE WOODEN BAR STOOL,6,169.75
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,124,169.24
85129B,BEADED CRYSTAL HEART GREEN SMALL,119,168.59
21333,CLASSIC WHITE FRAME,56,168.16000000000003
90145,SILVER HOOP EARRINGS WITH FLOWER,28,168.0
84661A,WHITE SQUARE TABLE CLOCK,104,167.79
90201C,RED ENAMEL FLOWER RING,57,167.72000000000003
gift_0001_50,Dotcomgiftshop Gift Voucher £50.00,4,167.56
78033,FLAG OF ST GEORGE CHAIR,35,167.45
90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,18,167.3
gift_0001_20,Dotcomgiftshop Gift Voucher £20.00,10,167.05
21457,2 PICTURE BOOK EGGS EASTER DUCKS,124,165.89
21280,VINTAGE KITCHEN PRINT VEGETABLES,65,165.75
21331,MOROCCAN BEATEN METAL DISH LARGE,12,165.74
72225C,LAVENDER SCENT CAKE CANDLE,624,165.6
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,44,165.32
23694,PAISLEY PARK CARD,376,165.07999999999998
22538,MINI JIGSAW GO TO THE FAIR,402,164.42000000000002
21698,MOCK LOBSTER FRIDGE MAGNET,296,164.17
90120B,BLUE MURANO TWIST BRACELET,39,164.12
90191,SILVER LARIAT 40CM,26,163.82
85145,JARDIN ETCHED GLASS LARGE BELL JAR,37,163.75
22263,FELT EGG COSY LADYBIRD ,277,163.63
22871,NUMBER TILE COTTAGE GARDEN 3 ,67,163.35
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,139,163.29999999999998
22042,CHRISTMAS CARD SINGING ANGEL,387,163.29
16207A,PINK STRAWBERRY HANDBAG ,60,163.1
90014A,SILVER/MOP ORBIT NECKLACE,16,162.79
22408,MONEY BOX CONFECTIONERY DESIGN,145,162.44
21100,CHARLIE AND LOLA CHARLOTTE BAG,65,162.20999999999998
84683,CLASSICAL ROSE CANDLESTAND,194,162.20000000000002
85114a,BLACK ENCHANTED FOREST PLACEMAT,49,161.70000000000002
21369,MIRRORED WALL ART SPLODGES,101,161.49
23305,SET 4 PICNIC CUTLERY BLUEBERRY,82,159.9
21030,SPACE CADET RED,131,159.7
84993A,75 GREEN PETIT FOUR CASES,343,159.69
23545,WRAP RED DOILEY,380,159.6
90082B,DIAMANTE BOW BROOCH RED COLOUR,25,158.75
84247G,"DECOUPAGE,GREETING CARD,",357,158.63
84997c,BLUE 3 PIECE POLKADOT CUTLERY SET,19,158.23
90013C,GREEN VINTAGE EARRINGS ,39,158.08
17038,PORCELAIN BUDAH INCENSE HOLDER,1525,158.06
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,59,157.88
23417,BATHROOM HOOK,146,157.5
16156L,WRAP CAROUSEL,375,157.5
90134,OLD ROSE COMBO BEAD NECKLACE,54,157.5
84882,GREEN WIRE STANDING CANDLE HOLDER,38,157.34
35649,VINTAGE BEAD COSMETIC BAG ,57,156.85
23468,TUSCAN VILLA BIRD TABLE ,19,156.75
84673B,BLUE FLY SWAT,179,156.63
84508C,BLUE CIRCLES DESIGN TEDDY,56,154.95
23496,PANTRY KITCHEN THERMOMETER ,112,154.52
44234,ASSORTED CIRCULAR MOBILE,691,154.35
23196,RETRO LEAVES MAGNETIC NOTEPAD,105,154.08999999999997
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,51,153.29000000000002
84827,ASS DES PHONE SPONGE CRAFT STICKER,509,153.09
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,60,153.0
90014B,GOLD M PEARL  ORBIT NECKLACE,15,152.84
21145,ANTIQUE GLASS PLACE SETTING,122,152.5
90198B,VINTAGE ROSE BEAD BRACELET BLACK,36,152.4
23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,56,152.24
72128,COLUMBIAN CANDLE ROUND,193,152.04999999999998
84595E,LARGE TORTILLA DESIGN RED BOWL,77,151.39
90209A,PURPLE ENAMEL+GLASS HAIR COMB,78,151.2
21401,BLUE PUDDING SPOON,1052,151.19
85135A,YELLOW DRAGONFLY HELICOPTER,19,151.05
22415,WHITE TISSUE REAM,19,151.05
84877D,BLUE ROUND COMPACT MIRROR,96,150.93
22874,NUMBER TILE COTTAGE GARDEN 6,65,150.81
85027L,FRENCH CHATEAU LARGE PLATTER ,65,150.75
DCGSSBOY,BOYS PARTY BAG,47,150.54999999999998
17107D,FLOWER FAIRY 5 DRAWER LINERS,59,150.45
84963B,BLUE PAINTED KASHMIRI CHAIR,3,149.85000000000002
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",4,149.82
90013B,BLACK VINTAGE EARRINGS,36,149.41000000000003
23256,KIDS CUTLERY SPACEBOY ,36,149.4
23254,KIDS CUTLERY DOLLY GIRL ,36,149.4
46000R,POLYESTER FILLER PAD 45x30cm,103,149.35
22875,NUMBER TILE COTTAGE GARDEN 7,63,149.09
90185D,CRYSTAL DIAMANTE EXPANDABLE RING,35,148.63
23465,TUSCAN VILLA BIRD FEEDER,17,148.63
84576,BLUE CAT BISCUIT BARREL PINK HEART,66,148.32
21486,PINK HEART DOTS HOT WATER BOTTLE,36,147.88
84688,BEACH HUT DESIGN BLACKBOARD,28,147.82
82011B,BATHROOM SCALES RUBBER DUCKS,43,146.85
22886,NUMBER TILE VINTAGE FONT 7,87,146.43
84865,NEW BAROQUE BLACK PHOTO ALBUM,27,146.21
84870C,GREEN GEISHA GIRL ,46,146.05
23292,SPACE BOY CHILDRENS CUP,131,145.76
90116,FRUIT SALAD BAG CHARM,64,145.52
22873,NUMBER TILE COTTAGE GARDEN 5,60,145.5
47343A,FUSCHIA FLOWER PURSE WITH BEADS,159,145.17
84629,WHITE 3 FRAME BIRDS AND TREE ,19,145.05
22868,NUMBER TILE COTTAGE GARDEN 0 ,63,144.65
21738,COSY SLIPPER SHOES SMALL  RED ,46,144.58
DCGSSGIRL,GIRLS PARTY BAG,47,144.43
21082,SET/20 FRUIT SALAD PAPER NAPKINS ,88,143.44
21368,MIRRORED WALL ART LADIES,163,143.28
20837,FRENCH FLORAL CUSHION COVER ,141,142.47
84870B,BLUE GEISHA GIRL ,43,142.32999999999998
37479P,CUBIC MUG FLOCK PINK ON BROWN,163,142.23
22033,BOTANICAL ROSE GREETING CARD,337,141.95
21117,BLOND DOLL DOORSTOP,109,141.75
20774,GREEN FERN NOTEBOOK,86,141.23999999999998
22769,CHALKBOARD KITCHEN ORGANISER,1,141.23000000000002
20661,BLUE POLKADOT PURSE ,44,141.15
84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,17,141.10999999999999
90164B,WHITE  ROSEBUD PEARL BRACELET,38,140.98
84744,S/6 SEW ON CROCHET FLOWERS,110,140.02
